qid_number,bool_ans,llm_ms,aov,model,scene,seq,acc
1.0,1,275.12,360,LLaVA_7,CUA,5,0.7410256410256411
1.0,0,308.55,360,LLaVA_7,CUA,5,0.7410256410256411
1.0,1,264.79,360,LLaVA_7,CUA,5,0.7410256410256411
1.0,1,303.64,360,LLaVA_7,CUA,5,0.7410256410256411
1.0,0,325.22,360,LLaVA_7,CUA,5,0.7410256410256411
1.0,0,263.73,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,264.13,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,255.88,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,263.85,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,323.68,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,306.78,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,321.86,360,LLaVA_7,CUA,2,0.7410256410256411
1.0,1,321.39,360,LLaVA_7,CUA,1,0.7410256410256411
1.0,1,304.36,360,LLaVA_7,CUA,1,0.7410256410256411
1.0,1,304.85,360,LLaVA_7,CUA,1,0.7410256410256411
1.0,1,264.37,360,LLaVA_7,CUA,1,0.7410256410256411
1.0,1,304.61,360,LLaVA_7,CUA,1,0.7410256410256411
1.0,1,304.04,360,LLaVA_7,CUA,1,0.7410256410256411
1.0,0,309.79,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,0,303.76,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,305.96,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,251.24,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,266.21,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,304.72,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,261.04,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,270.85,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,302.93,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,0,307.68,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,301.27,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,304.24,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,265.33,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,321.9,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,304.67,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,299.52,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,270.07,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,263.9,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,264.17,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,304.01,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,255.04,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,0,299.42,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,352.82,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,356.2,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,349.8,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,0,353.77,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,270.06,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,322.55,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,304.83,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,305.87,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,330.36,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,349.21,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,352.34,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,311.02,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,305.94,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,323.54,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,299.6,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,267.56,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,263.79,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,268.55,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,324.29,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,321.29,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,0,323.43,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,338.62,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,308.55,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,311.23,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,300.52,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,300.1,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,320.93,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,308.9,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,304.18,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,307.22,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,322.27,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,305.68,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,303.98,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,303.93,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,265.77,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,299.82,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,262.13,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,304.31,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,0,321.39,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,0,321.77,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,256.81,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,300.59,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,327.22,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,301.02,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,310.27,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,303.09,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,263.07,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,321.22,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,299.34,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,353.98,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,0,301.97,360,LLaVA_7,GMU,3,0.7410256410256411
1.0,1,299.95,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,304.24,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,303.25,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,306.77,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,264.41,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,266.2,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,323.73,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,321.63,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,305.41,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,262.5,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,357.57,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,301.3,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,352.19,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,269.53,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,304.92,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,308.34,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,252.57,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,246.83,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,301.32,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,314.19,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,1,307.8,360,LLaVA_7,GMU,2,0.7410256410256411
1.0,0,394.57,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,303.51,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,262.87,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,262.78,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,262.65,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,323.14,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,251.07,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,0,304.59,360,LLaVA_7,GMU,1,0.7410256410256411
1.0,1,328.24,360,LLaVA_7,GTown,3,0.7410256410256411
1.0,0,420.05,360,LLaVA_7,GTown,3,0.7410256410256411
1.0,1,484.11,360,LLaVA_7,GTown,3,0.7410256410256411
1.0,0,407.58,360,LLaVA_7,GTown,3,0.7410256410256411
1.0,1,303.32,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,300.34,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,268.49,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,269.67,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,0,311.92,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,0,395.88,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,408.36,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,267.5,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,0,271.09,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,323.35,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,326.68,360,LLaVA_7,GTown,2,0.7410256410256411
1.0,1,305.62,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,311.71,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,0,352.04,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,395.63,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,265.02,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,0,269.23,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,308.88,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,266.23,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,0,303.11,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,250.22,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,269.2,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,0,321.22,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,322.99,360,LLaVA_7,GTown,1,0.7410256410256411
1.0,1,265.6,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,1,261.74,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,1,245.07,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,1,279.67,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,1,247.49,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,0,325.85,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,1,304.53,360,LLaVA_7,GTown2,3,0.7410256410256411
1.0,1,314.16,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,1,303.36,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,1,309.26,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,0,305.03,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,1,299.51,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,0,304.96,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,1,329.67,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,1,303.78,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,0,265.65,360,LLaVA_7,GTown2,2,0.7410256410256411
1.0,1,302.05,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,331.83,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,307.64,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,272.83,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,326.13,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,304.91,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,320.96,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,261.85,360,LLaVA_7,GTown2,1,0.7410256410256411
1.0,1,346.64,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,265.38,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,322.29,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,320.89,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,352.48,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,350.99,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,300.88,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,273.69,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,320.89,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,323.05,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,325.47,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,326.17,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,307.28,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,394.19,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,355.58,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,354.9,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,327.08,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,356.33,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,315.38,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,325.06,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,354.23,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,1,266.85,360,LLaVA_7,GWU,3,0.7410256410256411
1.0,0,320.7,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,300.82,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,0,333.03,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,308.1,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,269.45,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,300.95,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,0,330.84,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,418.09,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,352.82,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,304.68,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,0,304.23,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,355.79,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,351.46,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,391.49,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,428.46,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,321.15,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,0,270.16,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,1,323.42,360,LLaVA_7,GWU,4,0.7410256410256411
1.0,0,391.89,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,306.86,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,304.49,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,303.74,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,354.14,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,354.79,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,395.97,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,392.09,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,351.83,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,394.02,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,396.7,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,357.05,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,392.78,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,355.55,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,323.27,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,353.78,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,354.23,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,0,396.13,360,LLaVA_7,GWU,5,0.7410256410256411
1.0,1,324.47,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,304.5,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,329.69,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,304.42,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,396.1,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,0,358.52,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,365.18,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,302.41,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,324.86,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,307.25,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,320.86,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,323.89,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,301.19,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,1,322.73,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,0,320.14,360,LLaVA_7,GWU,2,0.7410256410256411
1.0,0,303.85,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,0,307.45,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,0,325.79,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,0,323.17,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,1,326.71,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,1,309.39,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,1,304.92,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,1,306.8,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,1,325.52,360,LLaVA_7,GWU,1,0.7410256410256411
1.0,1,301.95,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,248.88,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,305.86,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,0,324.43,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,0,304.32,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,328.73,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,301.76,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,0,303.48,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,321.84,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,0,353.62,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,322.29,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,321.11,360,LLaVA_7,Marymount,2,0.7410256410256411
1.0,1,271.59,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,328.84,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,321.29,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,263.03,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,263.92,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,322.12,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,308.74,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,264.73,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,263.7,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,0,303.86,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,302.75,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,302.95,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,352.49,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,325.34,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,301.81,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,269.84,360,LLaVA_7,Marymount,1,0.7410256410256411
1.0,1,266.4,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,267.26,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,265.42,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,304.93,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,304.69,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,303.73,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,252.91,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,0,303.7,360,LLaVA_7,NOVA,3,0.7410256410256411
1.0,1,303.26,360,LLaVA_7,NOVA,4,0.7410256410256411
1.0,1,322.95,360,LLaVA_7,NOVA,2,0.7410256410256411
1.0,1,250.15,360,LLaVA_7,NOVA,2,0.7410256410256411
1.0,1,260.3,360,LLaVA_7,NOVA,2,0.7410256410256411
1.0,1,304.65,360,LLaVA_7,NOVA,2,0.7410256410256411
1.0,1,301.06,360,LLaVA_7,NOVA,2,0.7410256410256411
1.0,1,265.62,360,LLaVA_7,NOVA,2,0.7410256410256411
1.0,0,325.27,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,1,248.81,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,1,248.09,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,1,301.62,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,0,263.49,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,0,266.45,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,1,266.5,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,0,320.52,360,LLaVA_7,NOVA,1,0.7410256410256411
1.0,1,352.18,360,LLaVA_7,UDC,3,0.7410256410256411
1.0,1,304.0,360,LLaVA_7,UDC,3,0.7410256410256411
1.0,1,261.76,360,LLaVA_7,UDC,3,0.7410256410256411
1.0,1,301.7,360,LLaVA_7,UDC,3,0.7410256410256411
1.0,1,308.48,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,1,245.95,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,1,253.57,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,1,300.47,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,1,299.87,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,1,311.67,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,0,305.17,360,LLaVA_7,UDC,4,0.7410256410256411
1.0,0,263.94,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,265.03,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,0,272.0,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,307.52,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,314.26,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,0,327.22,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,307.62,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,0,324.31,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,321.77,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,270.72,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,0,356.82,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,325.35,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,322.3,360,LLaVA_7,UDC,2,0.7410256410256411
1.0,1,305.67,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,323.65,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,309.86,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,269.95,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,355.42,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,323.0,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,300.92,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,355.11,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,322.86,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,0,302.13,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,265.09,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,352.32,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,1,302.73,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,0,304.18,360,LLaVA_7,UDC,1,0.7410256410256411
1.0,0,270.01,180,LLaVA_7,AU,3,0.12051282051282051
1.0,0,244.79,180,LLaVA_7,AU,3,0.12051282051282051
1.0,0,321.04,180,LLaVA_7,AU,3,0.12051282051282051
1.0,0,299.35,180,LLaVA_7,AU,3,0.12051282051282051
1.0,1,322.52,180,LLaVA_7,AU,3,0.12051282051282051
1.0,1,304.25,180,LLaVA_7,AU,3,0.12051282051282051
